NNP,NNP,",",CD,NNS,JJ,",",MD,VB,DT,NN,IN,DT,JJ,NN,NNP,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,NN,IN,NNP,NNP,",",DT,NNP,VBG,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,",",WDT,-NONE-,VBZ,VBN,-NONE-,IN,NNP,CC,NNP,NNP,",",VBD,IN,NN,-NONE-,IN,NN,-NONE-,TO,VB,DT,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,RB,MD,VB,DT,WP,-NONE-,VBP,IN,DT,NNP,MD,VB,DT,NN,IN,NN,VBG,NN,RBR,RB,IN,DT,JJ,NN,IN,NN,",",NN,",",VBN,-NONE-,IN,JJS,NNS,CC,JJ,NNS,",",NNP,NNP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,VBZ,CD,IN,DT,JJ,VBN,NNS,WDT,-NONE-,VBZ,RB,VB,DT,JJR,NN,IN,NN,IN,DT,JJ,",",JJ,NNS,JJ,IN,NN,WDT,-NONE-,VBP,VBN,-NONE-,IN,NNS,",",VBG,TO,NNP,NNP,NNP,",",DT,NN,IN,NN,IN,DT,NNP,IN,NNP,NNP,IN,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBR,JJ,NN,NNS,VBP,JJ,CC,VBP,RBR,RB,VBN,-NONE-,IN,DT,NN,",",NNP,NNP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,",",DT,NNP,NNP,NNP,VBD,DT,JJ,NN,IN,RB,DT,NNS,IN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,CD,",",RB,DT,VBG,NNS,IN,JJ,NN,MD,VB,VBN,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,CD,NNS,IN,DT,NN,WDT,-NONE-,VBD,NN,IN,DT,NNP,NNS,VBD,VBN,-NONE-,TO,NN,IN,DT,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,DT,NN,-NONE-,VBD,RB,JJ,WRB,DT,NN,VBD,VBN,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBD,JJ,NN,NNS,IN,DT,VBN,NN,IN,DT,JJ,NN,",",VBD,RP,NN,CC,NN,NNS,CC,RB,VBD,DT,JJ,NNS,IN,DT,NN,VBN,-NONE-,-NONE-,TO,VB,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,VBD,``,NNS,IN,JJ,NN,'',WDT,-NONE-,VBD,IN,NNS,IN,DT,NN,",",RB,IN,NN,NNS,VBD,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,EX,VBZ,DT,NN,IN,DT,IN,DT,NNS,CC,NNS,VBD,JJ,NNS,",",'',VBD,-NONE-,NNP,NNP,",",NN,NN,IN,JJ,NNS,IN,NNP,CC,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
``,CC,PRP,VBP,-NONE-,TO,VB,IN,DT,NNS,VBD,NN,CD,NNS,IN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBZ,DT,NN,IN,PRP$,NN,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,JJ,JJ,NNS,VBD,-NONE-,TO,VB,",",IN,NNS,IN,NN,NNS,VBP,JJ,NNS,IN,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,JJ,NN,NN,IN,DT,CD,JJ,NNS,VBN,-NONE-,IN,NNP,POS,NNP,NNP,NNP,VBD,DT,NN,IN,DT,NN,NN,TO,CD,NN,IN,CD,NN,IN,DT,NN,VBD,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,NNS,VBP,NN,IN,NNS,CC,IN,DT,JJ,NN,VBZ,IN,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NN,IN,DT,NNS,POS,NNS,VBD,IN,DT,NN,TO,CD,NNS,",",DT,JJS,IN,JJ,NNP,",",VBG,TO,NNP,POS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJR,NNS,VBP,VBN,-NONE-,TO,VB,VBG,NN,NNS,IN,PRP,VBP,NN,NNS,TO,VB,RB,JJR,NNS,IN,DT,JJR,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJR,NNS,VBP,VBN,-NONE-,DT,NN,IN,VBG,NNS,IN,NN,NNS,MD,VB,JJR,NNS,RB,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,IN,NNS,JJ,RB,TO,NNS,",",VBN,IN,DT,-NONE-,TO,VB,DT,JJR,NN,IN,DT,NNS,VBP,DT,NN,RB,",",VBD,DT,JJ,NN,IN,DT,NN,:,CD,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,",",VBD,-NONE-,NNP,NNP,NNP,",",NN,IN,NNP,NNP,NNP,",",NNS,``,MD,VB,RP,RB,IN,PRP,VBP,RP,'',IN,IN,JJ,NNS,IN,JJ,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,IN,JJ,NNP,NNS,VBN,-NONE-,IN,NNP,POS,NN,",",IN,NN,",",VBD,TO,CD,NN,IN,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,JJ,NNS,IN,NNS,",",NNS,VBP,-NONE-,TO,VB,NN,IN,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNS,IN,DT,CD,JJ,NNS,VBD,IN,$,CD,CD,-NONE-,IN,DT,JJS,NN,",",TO,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,",",NN,NNS,VBP,JJ,JJ,NNS,IN,NN,NNS,MD,VB,NNS,CC,VB,IN,DT,JJS,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,NNS,VBP,RB,VBG,RB,IN,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,",",DT,JJ,NN,",",VBD,DT,JJ,NN,NN,IN,CD,NN,IN,DT,JJS,NN,",",RB,IN,CD,NN,DT,NN,JJR,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBZ,RB,IN,JJ,NNS,RB,CC,VBZ,RB,VBG,NN,NNS,",",WDT,-NONE-,VBZ,PRP$,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,JJ,JJ,NN,IN,DT,CD,NNS,VBD,CD,NN,",",RB,IN,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,JJ,NN,VBD,TO,DT,JJ,CD,NN,IN,CD,NN,:,DT,JJ,NN,NN,VBD,TO,DT,JJ,CD,NN,IN,CD,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,",",NN,NN,IN,NNP,NNP,CC,NNP,",",WDT,-NONE-,VBZ,DT,CD,NN,NN,IN,DT,JJ,NN,",",VBD,VBN,-NONE-,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBZ,NNP,NNP,NNP,",",RB,DT,NNP,NNP,NN,NN,",",WP,-NONE-,VBD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBZ,CD,IN,NNP,NNP,POS,CD,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,NNP,VBD,-NONE-,NNS,VBD,PRP$,NN,IN,NNP,NNP,NNP,IN,NNP,IN,$,CD,-NONE-,DT,NN,",",CC,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,VBG,NN,VBD,-NONE-,PRP,VBZ,-NONE-,TO,VB,JJ,NN,CC,VB,DT,NN,IN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,VBD,-NONE-,PRP$,NNP,CC,NNP,NN,VBD,DT,NN,IN,PRP$,NNP,NNP,NNP,TO,NNP,NNP,.,NNP,IN,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,VBZ,DT,JJ,JJ,VBG,NN,IN,NNS,IN,DT,JJ,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,",",VBN,-NONE-,IN,NNP,",",NNP,",",VBZ,JJ,JJ,NNS,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBZ,CD,NNS,CC,VBZ,JJ,NN,IN,IN,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,VBD,NNS,IN,NNP,NNS,NNS,IN,NNP,VBZ,RB,VBN,DT,NN,IN,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNP,VBZ,",",DT,NN,VBZ,RB,DT,NN,-NONE-,TO,VB,JJ,NN,NNS,IN,DT,NN,",",DT,NNP,VBD,-NONE-,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,POS,NN,NN,VBD,IN,NN,NNP,TO,$,CD,CD,-NONE-,IN,$,CD,CD,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,-NONE-,-NONE-,TO,VB,DT,NN,NN,VBZ,VBN,-NONE-,IN,DT,NN,IN,-NONE-,VBG,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,VBZ,VBN,-NONE-,TO,VB,DT,NN,TO,$,CD,CD,-NONE-,",",CC,DT,NNP,VBZ,RB,VBN,-NONE-,TO,VB,IN,JJ,NN,IN,DT,JJS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,VBD,-NONE-,DT,NNP,MD,VB,IN,NNP,CD,IN,NNP,VBZ,RB,VB,IN,RB,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,NNP,VBD,VBN,-NONE-,JJ,NN,NN,-NONE-,CC,JJ,NN,-NONE-,IN,DT,NNP,NNS,CC,NN,NN,IN,JJ,NN,NN,NNP,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,JJ,NN,PRP,MD,VB,NNP,POS,NNP,NNS,",",NN,",",NNS,CC,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,",",NNP,NNP,",",CD,NNS,JJ,",",VBD,JJ,NN,NN,IN,NNP,NNP,POS,NNP,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRP,VBD,VBN,DT,NNS,CC,NN,NN,IN,NNP,IN,CD,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRB,PRP,VBZ,NN,IN,PRP$,JJ,NN,-NONE-,",",DT,NN,POS,VBG,NNS,RB,VBP,RP,TO,DT,JJ,NNS,IN,NN,NNS,IN,NNP,NNP,CC,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,DT,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NNP,NNP,IN,NNP,VBD,IN,DT,NNP,NN,IN,NNP,IN,PRP$,NN,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,DT,NN,VBD,-NONE-,TO,VB,PRP$,NNS,JJR,IN,NN,CC,NN,NNS,IN,NN,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,",",IN,NN,:,-NONE-,TO,VB,TO,CD,JJ,NN,NNS,IN,DT,NN,IN,DT,NNP,NNP,VBZ,RB,RB,JJ,IN,DT,",",IN,PRP,VBZ,DT,JJ,NN,-NONE-,IN,DT,NN,TO,VB,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,VBG,NN,IN,DT,NN,VBD,-NONE-,NNS,IN,NNS,IN,NNP,NNP,CC,NNP,",",IN,IN,JJR,NNS,IN,NNP,NNP,CC,DT,NNP,NNP,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,NNS,",",DT,NNS,VBD,NNP,NNP,NNP,NNP,NNP,IN,DT,NN,IN,DT,NNP,NNP,NNP,CC,DT,NN,NN,NNP,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,CC,NN,VBD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,JJ,NN,",",IN,DT,NN,NN,",",NNS,IN,NNS,CC,PRP$,NNS,VBD,TO,DT,NNP,NNP,NNP,",",-NONE-,JJ,IN,NN,CC,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,MD,RB,VB,PRP,",",IN,DT,NN,NN,VBD,DT,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,NN,VBD,VBN,-NONE-,IN,DT,NN,",",WRB,NN,CC,NNS,VBP,VBN,-NONE-,TO,JJ,NNS,-NONE-,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,",",IN,DT,NNS,POS,NN,",",DT,NN,VBD,RP,CD,NNS,",",NNS,CC,RB,DT,JJ,NNP,CD,NN,IN,DT,JJ,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NN,",",NNP,CD,NNS,VBD,IN,NNS,IN,DT,NNS,CC,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-NONE-,DT,NNS,",",DT,NNS,VBD,RP,-NONE-,PRP,RB,VBD,NN,IN,PRP$,NNS,IN,DT,NN,POS,NN,CC,CD,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB,NN,",",DT,NNS,VBD,RP,DT,JJ,NNS,IN,DT,NN,IN,-NONE-,VBG,DT,NNS,RB,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,NN,",",PRP,VBD,IN,NN,CC,NN,:,DT,NN,RB,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,DT,NNS,CC,NNS,IN,DT,VBN,NNP,NNP,NN,",",CD,IN,DT,JJS,NNS,IN,NN,VBD,PRP,NNP,NN,NN,",",NN,NN,",",NN,NN,CC,JJ,NN,IN,DT,NN,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-NONE-,VBG,DT,JJ,:,CC,JJ,:,NN,WRB,PRP,VBP,CD,-NONE-,",",DT,NNS,VBD,DT,NNS,DT,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJR,IN,DT,JJ,NNS,VBP,-NONE-,DT,JJ,NN,VBZ,PRP,TO,VB,TO,DT,NN,NN,IN,JJ,NNS,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,IN,RB,",",PRP,VBP,VBG,RB,TO,PRP$,NN,NN,:,NNP,IN,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NNP,NNP,VBD,DT,NN,NN,IN,$,CD,CD,-NONE-,IN,NNP,",",-NONE-,VBG,DT,NN,POS,JJ,NN,",",VBG,TO,NN,NNS,VBD,-NONE-,NNP,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ,NNS,IN,DT,NNP,CC,NNP,NNP,VBD,DT,NN,NN,IN,NNP,",",DT,JJ,JJ,NN,DT,NN,",",-NONE-,VBG,DT,NN,IN,NNP,NNP,POS,JJ,NN,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
